Estación,Date,Latitud,Longitud,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B8A,NDWI,NDMI,MSI,NMDI,GVMI,SRWI,Humedad_Suelo
Bowling-Green-21-NNE,2018-11-19,37.2504,-86.2325,0.7164,0.6991,0.6371,0.6592,0.6462,0.6551,0.6753,0.639,0.6773,0.1907,0.0133,0.3361,0.2156,-0.0014889252,0.9592212,0.02081377,0.9730878,0.9137641,1.0029823,0.354
Bowling-Green-21-NNE,2018-12-24,37.2504,-86.2325,0.1429,0.1191,0.099,0.1237,0.1408,0.1692,0.1954,0.2242,0.236,0.1059,0.0015,0.1893,0.0995,-0.38737625,0.98670805,0.006690455,0.9927711,0.87561476,2.2646465,0.421
Bowling-Green-21-NNE,2019-01-28,37.2504,-86.2325,0.3862,0.3596,0.3244,0.3392,0.3496,0.3643,0.3816,0.3727,0.3938,0.2243,0.0176,0.1885,0.1823,-0.06928704,0.909813,0.04722297,0.93918455,0.85263574,1.1488903,0.364
Bowling-Green-21-NNE,2019-03-04,37.2504,-86.2325,0.1298,0.1237,0.1182,0.1478,0.1633,0.1991,0.2199,0.2382,0.2496,0.1497,0.0081,0.2669,0.1737,-0.33670035,0.9342265,0.03400504,0.9684333,0.84657395,2.0152285,0.408
Bowling-Green-21-NNE,2019-09-30,37.2504,-86.2325,0.2015,0.1634,0.143,0.1282,0.1434,0.2183,0.2599,0.2463,0.2931,0.0672,0.0309,0.22,0.1209,-0.26534805,0.77705634,0.12545677,0.87570393,0.74370605,1.7223775,0.13
Bowling-Green-21-NNE,2021-02-01,37.2504,-86.2325,0.7149,0.6907,0.6301,0.6687,0.6621,0.6773,0.6976,0.6744,0.709,0.2582,0.0143,0.4765,0.3793,-0.03395934,0.9584725,0.021204034,0.97545487,0.9151726,1.0703062,0.42
Bowling-Green-21-NNE,2021-03-08,37.2504,-86.2325,0.1393,0.1257,0.1123,0.1367,0.1656,0.1876,0.2134,0.2161,0.2415,0.1296,0.0073,0.3199,0.1998,-0.31607795,0.93464637,0.033780657,0.9731271,0.84100175,1.92431,0.368
Bowling-Green-21-NNE,2021-04-12,37.2504,-86.2325,0.1198,0.1124,0.1077,0.1189,0.1452,0.207,0.2411,0.2517,0.2705,0.1031,0.0016,0.2969,0.1725,-0.40066785,0.9873668,0.0063567734,0.9941841,0.8842753,2.3370476,0.372
Bowling-Green-21-NNE,2021-07-26,37.2504,-86.2325,0.1642,0.1329,0.1182,0.0868,0.1229,0.2745,0.35,0.3211,0.3863,0.0531,0.0105,0.2006,0.088,-0.46187115,0.9366706,0.03270009,0.9605412,0.8649247,2.716582,0.331
Bowling-Green-21-NNE,2021-08-30,37.2504,-86.2325,0.1785,0.1836,0.1536,0.1328,0.1563,0.2756,0.3415,0.3328,0.39,0.0844,0.0351,0.219,0.1182,-0.36842105,0.80918723,0.10546876,0.88038856,0.77413404,2.1666665,0.326
Bowling-Green-21-NNE,2021-11-08,37.2504,-86.2325,0.1157,0.0922,0.0772,0.0745,0.1021,0.1805,0.204,0.2229,0.2447,0.0999,0.0015,0.233,0.1181,-0.48550487,0.98663104,0.006729475,0.9934412,0.8751452,2.8873057,0.339
Bowling-Green-21-NNE,2021-05-17,37.2504,-86.2325,0.2544,0.2243,0.204,0.1849,0.2178,0.3483,0.4052,0.3825,0.4354,0.146,0.017,0.1511,0.1017,-0.3043478,0.9148937,0.04444445,0.93824923,0.85755527,1.875,0.317
Bowling-Green-21-NNE,2022-01-17,37.2504,-86.2325,0.7074,0.6892,0.6168,0.664,0.6645,0.6775,0.6907,0.6788,0.6975,0.3296,0.009,0.4881,0.3741,-0.04785426,0.97382957,0.013258692,0.9846926,0.92820007,1.1005188,0.379
Bowling-Green-21-NNE,2021-10-04,37.2504,-86.2325,0.4102,0.4062,0.3897,0.4101,0.4288,0.5066,0.556,0.4947,0.5923,0.1065,0.0016,0.4752,0.3766,-0.11872458,0.9935523,0.0032342833,0.99670607,0.9299042,1.269438,0.348
Bowling-Green-21-NNE,2022-02-21,37.2504,-86.2325,0.1569,0.1272,0.1176,0.1409,0.175,0.2075,0.2397,0.195,0.2789,0.0817,0.0015,0.3541,0.2101,-0.24760075,0.98473287,0.007692308,0.99455136,0.8641391,1.6581632,0.374
Bowling-Green-21-NNE,2022-03-28,37.2504,-86.2325,0.1782,0.1766,0.1533,0.1523,0.1561,0.1743,0.1835,0.2046,0.1925,0.087,0.0053,0.2117,0.1317,-0.14333613,0.9494998,0.025904201,0.9748577,0.8466202,1.334638,0.355
Bowling-Green-21-NNE,2022-07-11,37.2504,-86.2325,0.1348,0.1216,0.0996,0.0733,0.0837,0.1489,0.1943,0.1892,0.191,0.0327,0.0014,0.092,0.0463,-0.3102493,0.9853096,0.0073995767,0.99009204,0.86220217,1.8995984,0.278
Bowling-Green-21-NNE,2022-09-19,37.2504,-86.2325,0.2312,0.239,0.2206,0.2004,0.2066,0.2584,0.2863,0.2933,0.2971,0.121,0.0279,0.1565,0.1228,-0.14146723,0.8262764,0.095124446,0.88319033,0.7828649,1.3295557,0.288
Bowling-Green-21-NNE,2022-11-28,37.2504,-86.2325,0.5473,0.5086,0.4731,0.4978,0.5049,0.5233,0.5458,0.5173,0.5682,0.2272,0.0024,0.4678,0.3713,-0.044628434,0.99076396,0.004639474,0.99513924,0.9299671,1.0934263,0.362
Bowling-Green-21-NNE,2022-10-24,37.2504,-86.2325,0.1186,0.0981,0.0872,0.0998,0.1331,0.1982,0.2254,0.2553,0.2848,0.0921,0.0016,0.2476,0.1206,-0.4908029,0.9875438,0.006267137,0.9936571,0.8853807,2.927752,0.221
Bowling-Green-21-NNE,2023-02-06,37.2504,-86.2325,0.1263,0.1156,0.1011,0.1191,0.1257,0.1556,0.174,0.186,0.2017,0.1039,0.0017,0.2942,0.1805,-0.29571578,0.981886,0.009139785,0.99294454,0.85895354,1.8397627,0.364
Bowling-Green-21-NNE,2023-04-17,37.2504,-86.2325,0.1122,0.0951,0.0921,0.0795,0.1399,0.2185,0.2498,0.2469,0.2778,0.1719,0.0036,0.2599,0.1477,-0.45663714,0.9712575,0.014580801,0.9858934,0.87260455,2.6807818,0.352
Bowling-Green-21-NNE,2023-05-22,37.2504,-86.2325,0.1267,0.1038,0.1006,0.0682,0.114,0.3177,0.3842,0.374,0.4149,0.1482,0.0054,0.2248,0.1022,-0.57606405,0.971534,0.0144385025,0.9821251,0.8982779,3.717694,0.357
Bowling-Green-21-NNE,2023-06-26,37.2504,-86.2325,0.112,0.0893,0.0909,0.0555,0.1064,0.2921,0.3802,0.366,0.4072,0.0913,0.001,0.2057,0.089,-0.6021011,0.99455047,0.0027322406,0.9965077,0.9137577,4.026403,0.325
Bowling-Green-21-NNE,2023-07-31,37.2504,-86.2325,0.1098,0.0874,0.0839,0.0518,0.0925,0.2618,0.3195,0.3259,0.3674,0.0663,0.001,0.194,0.0754,-0.59053195,0.993882,0.0030684262,0.99616045,0.9060193,3.884386,0.322
Bowling-Green-21-NNE,2023-09-04,37.2504,-86.2325,0.2338,0.1722,0.1832,0.1727,0.1851,0.3165,0.3813,0.3506,0.4304,0.0712,0.001,0.2559,0.1653,-0.3136006,0.9943118,0.0028522534,0.99670786,0.9109415,1.9137554,0.217
Bowling-Green-21-NNE,2023-10-09,37.2504,-86.2325,0.1308,0.1093,0.0897,0.073,0.0934,0.1694,0.2049,0.2055,0.2318,0.0794,0.0025,0.1483,0.0765,-0.39227647,0.97596157,0.01216545,0.9859669,0.86280483,2.29097,0.231
Bowling-Green-21-NNE,2024-02-26,37.2504,-86.2325,0.1281,0.1191,0.1054,0.1277,0.146,0.1705,0.1925,0.2157,0.2293,0.0832,0.0022,0.301,0.1857,-0.3435067,0.9798072,0.010199351,0.9915205,0.86860025,2.0464895,0.365
Bowling-Green-21-NNE,2024-01-22,37.2504,-86.2325,0.198,0.337,0.3252,0.3486,0.3266,0.3711,0.3736,0.4108,0.4148,0.0939,0.0066,0.1502,0.0979,-0.116304375,0.9683757,0.016066212,0.9767441,0.90100485,1.2632227,0.364
Bowling-Green-21-NNE,2024-06-10,37.2504,-86.2325,0.1086,0.1002,0.1023,0.086,0.1308,0.2907,0.3537,0.3451,0.3977,0.1018,0.0012,0.2573,0.1208,-0.5426911,0.99306965,0.0034772533,0.9960239,0.9090714,3.3734112,0.384
Bowling-Green-21-NNE,2024-07-15,37.2504,-86.2325,0.1172,0.0933,0.0935,0.0611,0.0995,0.2769,0.3574,0.343,0.4035,0.0559,0.0011,0.2151,0.0903,-0.57159215,0.9936065,0.0032069972,0.9960658,0.90907127,3.668449,0.292
Bowling-Green-21-NNE,2024-08-19,37.2504,-86.2325,0.1289,0.1106,0.1031,0.0945,0.1316,0.245,0.3041,0.306,0.3485,0.0711,0.0011,0.2599,0.129,-0.49596673,0.9928362,0.0035947713,0.9961199,0.90119404,2.967992,0.326
Bowling-Green-21-NNE,2024-04-01,37.2504,-86.2325,0.2805,0.2592,0.2269,0.2189,0.2117,0.2297,0.2422,0.2417,0.249,0.0551,0.0012,0.2314,0.1541,-0.031583436,0.99011934,0.0049648327,0.99493986,0.8831634,1.0652269,0.333
Brigham-City-28-WNW,2018-03-12,41.6163,-112.5437,0.1396,0.1148,0.1029,0.1093,0.1301,0.1438,0.1527,0.1474,0.1697,0.0872,0.0021,0.2179,0.1575,-0.1777867,0.9719063,0.014246946,0.98856837,0.8359926,1.4324588,0.245
Bowling-Green-21-NNE,2024-10-28,37.2504,-86.2325,0.1361,0.1126,0.0997,0.0932,0.1297,0.2142,0.2592,0.2725,0.2971,0.0663,0.0058,0.269,0.1381,-0.4642665,0.9583183,0.021284403,0.978805,0.8704495,2.7331998,0.25
Brigham-City-28-WNW,2018-04-16,41.6163,-112.5437,0.1543,0.1378,0.1201,0.1165,0.1316,0.1604,0.1727,0.1728,0.1885,0.1051,0.0038,0.2045,0.1577,-0.1799249,0.95696485,0.02199074,0.9800577,0.83951455,1.438801,0.181
Brigham-City-28-WNW,2018-06-25,41.6163,-112.5437,0.141,0.1453,0.1378,0.1667,0.1836,0.1928,0.2201,0.2176,0.2379,0.1042,0.0017,0.3401,0.2544,-0.22453576,0.9844961,0.0078125,0.993922,0.8720896,1.5791003,0.082
Brigham-City-28-WNW,2018-09-03,41.6163,-112.5437,0.1427,0.1399,0.1343,0.1629,0.1776,0.1905,0.2087,0.2018,0.2245,0.0913,0.0016,0.331,0.2428,-0.20083313,0.9842675,0.0079286415,0.994012,0.86641926,1.5026062,0.054
Brigham-City-28-WNW,2018-11-12,41.6163,-112.5437,0.1436,0.1252,0.1093,0.1155,0.1409,0.1631,0.1704,0.1625,0.1844,0.1074,0.0029,0.2521,0.1927,-0.19573213,0.96493345,0.017846154,0.98610777,0.8395235,1.4867337,0.142
Brigham-City-28-WNW,2018-10-08,41.6163,-112.5437,0.1387,0.1337,0.1307,0.1579,0.1743,0.1913,0.2072,0.2034,0.221,0.1033,0.0027,0.32,0.2451,-0.2175995,0.9737991,0.013274336,0.9897358,0.86077887,1.5562356,0.131
Brigham-City-28-WNW,2019-04-01,41.6163,-112.5437,0.143,0.1317,0.1257,0.1312,0.1447,0.1736,0.1911,0.1918,0.2065,0.0855,0.0043,0.2698,0.2043,-0.20818898,0.95614487,0.022419188,0.9815411,0.84625113,1.5258552,0.198
Brigham-City-28-WNW,2019-06-10,41.6163,-112.5437,0.1459,0.1416,0.1368,0.1434,0.1697,0.2125,0.2322,0.243,0.2508,0.1453,0.0232,0.2718,0.2055,-0.27962083,0.8256949,0.09547325,0.9137547,0.77628165,1.7763157,0.171
Brigham-City-28-WNW,2019-07-15,41.6163,-112.5437,0.1318,0.1362,0.1384,0.1658,0.1755,0.2059,0.2171,0.2268,0.2577,0.0687,0.0015,0.3249,0.2306,-0.24205913,0.98685944,0.006613757,0.994577,0.8765432,1.6387283,0.105
Brigham-City-28-WNW,2019-08-19,41.6163,-112.5437,0.1323,0.1661,0.1731,0.2149,0.2101,0.2225,0.2416,0.2568,0.2627,0.111,0.0017,0.3418,0.2491,-0.19469644,0.9868471,0.0066199377,0.9943361,0.8853369,1.4835355,0.087
Brigham-City-28-WNW,2019-09-23,41.6163,-112.5437,0.1333,0.1522,0.1537,0.1811,0.1804,0.1928,0.2119,0.2221,0.2392,0.0795,0.0023,0.3085,0.2301,-0.18201172,0.97950095,0.010355696,0.991368,0.8704994,1.4450228,0.115
Brigham-City-28-WNW,2019-05-06,41.6163,-112.5437,0.1389,0.1171,0.1128,0.1082,0.1462,0.1963,0.2174,0.1977,0.2349,0.0846,0.0037,0.2712,0.1955,-0.27342993,0.9632572,0.018715225,0.984342,0.8525202,1.7526594,0.166
Brigham-City-28-WNW,2018-05-21,41.6163,-112.5437,0.1386,0.1467,0.1449,0.1613,0.1598,0.1966,0.2092,0.2233,0.2347,0.0803,0.0044,0.2913,0.2234,-0.21292776,0.96135265,0.019704433,0.98304427,0.8596491,1.5410628,0.138
Brigham-City-28-WNW,2020-05-25,41.6163,-112.5437,0.1631,0.1872,0.1806,0.2076,0.2154,0.2582,0.2873,0.3028,0.3162,0.1175,0.0023,0.4077,0.2959,-0.25279272,0.984923,0.007595773,0.9935465,0.8950835,1.6766335,0.136
Brigham-City-28-WNW,2020-06-29,41.6163,-112.5437,0.1295,0.1165,0.1091,0.1239,0.1394,0.1597,0.1753,0.1835,0.204,0.0863,0.0022,0.2019,0.1125,-0.25427207,0.97630596,0.0119891,0.98864806,0.85475963,1.6819433,0.131
Brigham-City-28-WNW,2020-08-03,41.6163,-112.5437,0.1483,0.1604,0.169,0.1999,0.2009,0.2187,0.2435,0.2433,0.2588,0.0883,0.0015,0.3543,0.262,-0.18020861,0.9877451,0.006165228,0.99499243,0.8821272,1.439645,0.101
Brigham-City-28-WNW,2020-10-12,41.6163,-112.5437,0.1407,0.1577,0.1563,0.1788,0.184,0.2071,0.2205,0.237,0.2492,0.1046,0.0016,0.3217,0.2296,-0.2051869,0.9865885,0.0067510544,0.9942888,0.8795315,1.5163149,0.103
Brigham-City-28-WNW,2021-04-05,41.6163,-112.5437,0.1445,0.1287,0.1238,0.1352,0.1538,0.1775,0.1851,0.1766,0.2083,0.0967,0.0031,0.2934,0.2373,-0.17576563,0.96549815,0.017553795,0.9868949,0.84584594,1.4264942,0.149
Brigham-City-28-WNW,2020-09-07,41.6163,-112.5437,0.1523,0.14,0.1374,0.1581,0.1821,0.2081,0.2163,0.2106,0.2447,0.1013,0.0019,0.3347,0.2467,-0.21034484,0.98211765,0.009021842,0.9930556,0.8682707,1.5327511,0.094
Brigham-City-28-WNW,2021-05-10,41.6163,-112.5437,0.1892,0.1834,0.1735,0.1967,0.2089,0.2491,0.2653,0.2662,0.2905,0.1336,0.0038,0.3447,0.2728,-0.21082556,0.9718518,0.014274981,0.9876362,0.87794876,1.534294,0.136
Brigham-City-28-WNW,2021-06-14,41.6163,-112.5437,0.1493,0.1409,0.1387,0.156,0.1887,0.2009,0.2165,0.2165,0.2421,0.1375,0.0067,0.3391,0.272,-0.21903156,0.93996423,0.03094688,0.9761693,0.84440565,1.560923,0.095
Brigham-City-28-WNW,2021-07-19,41.6163,-112.5437,0.4049,0.388,0.3636,0.3832,0.384,0.3988,0.4142,0.3968,0.4249,0.2094,0.033,0.146,0.1386,-0.043661263,0.84644026,0.08316532,0.8853769,0.80720264,1.0913092,0.067
Brigham-City-28-WNW,2021-08-23,41.6163,-112.5437,0.1452,0.1591,0.1577,0.1804,0.1823,0.1955,0.2093,0.2307,0.239,0.0915,0.002,0.3285,0.2658,-0.18795055,0.98281044,0.008669267,0.9928724,0.8752482,1.4629042,0.212
Brigham-City-28-WNW,2021-09-27,41.6163,-112.5437,0.1699,0.1796,0.1753,0.1927,0.2005,0.2249,0.2462,0.2576,0.2591,0.0969,0.0017,0.3257,0.265,-0.1901132,0.9868877,0.006599379,0.994188,0.88557875,1.4694809,0.139
Brigham-City-28-WNW,2022-03-21,41.6163,-112.5437,0.1494,0.1299,0.1145,0.1152,0.1393,0.157,0.1662,0.1606,0.1835,0.102,0.021,0.2013,0.1602,-0.16757545,0.7687225,0.13075964,0.8903108,0.7281167,1.4026201,0.175
Brigham-City-28-WNW,2022-04-25,41.6163,-112.5437,0.1659,0.1563,0.1527,0.16,0.1875,0.2184,0.2391,0.2329,0.2508,0.1376,0.0162,0.2908,0.2344,-0.20798752,0.8699317,0.069557756,0.93998885,0.80384725,1.5252128,0.128
Brigham-City-28-WNW,2022-07-04,41.6163,-112.5437,0.155,0.1842,0.1914,0.2197,0.2164,0.2458,0.2581,0.277,0.2849,0.12,0.0018,0.3581,0.2925,-0.1827498,0.9870875,0.0064981948,0.99434763,0.89067197,1.4472309,0.105
Brigham-City-28-WNW,2022-09-12,41.6163,-112.5437,0.1569,0.1715,0.1772,0.2054,0.2038,0.2344,0.2482,0.2672,0.2674,0.1212,0.0025,0.3451,0.2809,-0.20252022,0.9814609,0.009356287,0.9918673,0.8845265,1.5079006,0.104
Brigham-City-28-WNW,2022-10-17,41.6163,-112.5437,0.148,0.1644,0.1611,0.189,0.1902,0.2119,0.2298,0.2435,0.2583,0.0855,0.0017,0.3113,0.2518,-0.20365793,0.98613375,0.00698152,0.99389035,0.88116103,1.5114836,0.112
Brigham-City-28-WNW,2022-08-08,41.6163,-112.5437,0.1439,0.1532,0.157,0.1863,0.183,0.2018,0.2176,0.2277,0.2398,0.0695,0.0016,0.3329,0.2607,-0.18377954,0.9860445,0.0070267897,0.9943082,0.87632406,1.4503183,0.224
Brigham-City-28-WNW,2023-04-10,41.6163,-112.5437,0.1673,0.1393,0.133,0.1395,0.1379,0.1514,0.1646,0.1788,0.1692,0.0741,0.0024,0.2153,0.1671,-0.14688903,0.97350997,0.013422819,0.9878941,0.8512617,1.344361,0.23
Brigham-City-28-WNW,2023-05-15,41.6163,-112.5437,0.2012,0.1816,0.1761,0.179,0.1881,0.2287,0.2502,0.2423,0.2694,0.1031,0.0067,0.2307,0.1907,-0.15822181,0.9461848,0.02765167,0.9720659,0.85528463,1.3759228,0.128
Brigham-City-28-WNW,2023-06-19,41.6163,-112.5437,0.3403,0.2531,0.2868,0.3432,0.3862,0.4176,0.4281,0.3548,0.4383,0.1911,0.0046,0.4731,0.3644,-0.105985016,0.97440183,0.012965051,0.988949,0.8973717,1.2370989,0.108
Brigham-City-28-WNW,2023-08-28,41.6163,-112.5437,0.1512,0.1725,0.1736,0.21,0.2066,0.2394,0.253,0.2686,0.2806,0.0859,0.0016,0.3403,0.2663,-0.21483488,0.9881569,0.005956813,0.9947584,0.8892875,1.5472349,0.103
Brigham-City-28-WNW,2024-03-25,41.6163,-112.5437,0.3223,0.3706,0.3412,0.3647,0.3521,0.3695,0.3712,0.443,0.3708,0.2233,0.0131,0.3603,0.2675,-0.12981382,0.94255644,0.029571107,0.9679079,0.88508934,1.2983587,0.2
Brigham-City-28-WNW,2024-08-12,41.6163,-112.5437,0.4576,0.3978,0.3749,0.4259,0.4549,0.4666,0.491,0.4323,0.5082,0.2912,0.0302,0.2359,0.2098,-0.071109995,0.8694054,0.069858894,0.9135166,0.8276395,1.1531074,0.07
Brigham-City-28-WNW,2024-10-21,41.6163,-112.5437,0.1537,0.174,0.175,0.2086,0.2153,0.2256,0.2453,0.2587,0.2728,0.0835,0.0012,0.3284,0.2466,-0.19299057,0.99076575,0.0046385773,0.9959205,0.8883917,1.4782858,0.087
Bronte-11-NNE,2018-01-08,32.0408,-100.2495,0.1326,0.1023,0.0856,0.0925,0.1117,0.1264,0.1385,0.1261,0.1607,0.0738,0.0019,0.2832,0.2037,-0.19130845,0.9703125,0.015067407,0.99075884,0.8233871,1.4731308,0.098
Bronte-11-NNE,2018-03-19,32.0408,-100.2495,0.1638,0.1359,0.1157,0.1166,0.1276,0.143,0.1631,0.1499,0.1784,0.1132,0.0346,0.1713,0.1452,-0.12876508,0.6249322,0.23082055,0.8055087,0.6413793,1.2955921,0.069
Bronte-11-NNE,2018-04-23,32.0408,-100.2495,0.1274,0.1113,0.1032,0.1105,0.1325,0.1698,0.1922,0.1916,0.2153,0.0737,0.0015,0.3063,0.2169,-0.2998643,0.98446405,0.00782881,0.99399275,0.86266375,1.8565891,0.05
Bronte-11-NNE,2018-07-02,32.0408,-100.2495,0.1261,0.11,0.1072,0.1144,0.1375,0.1785,0.2064,0.1953,0.2397,0.0487,0.0011,0.3143,0.2025,-0.29123968,0.9887983,0.0056323605,0.9956922,0.8666246,1.8218284,0.152
Bronte-11-NNE,2018-05-28,32.0408,-100.2495,0.1261,0.1095,0.1046,0.1021,0.1266,0.1925,0.2154,0.1968,0.2438,0.0501,0.0011,0.2901,0.19,-0.30590576,0.98888326,0.005589431,0.9954918,0.8672538,1.8814532,0.078
Bronte-11-NNE,2018-08-06,32.0408,-100.2495,0.1283,0.1142,0.1108,0.1275,0.1521,0.1846,0.2098,0.1948,0.2424,0.0462,0.0016,0.3395,0.2221,-0.27486914,0.9837068,0.008213552,0.99402875,0.86346394,1.7581228,0.04
Bronte-11-NNE,2018-10-15,32.0408,-100.2495,0.6416,0.607,0.5699,0.5989,0.5969,0.6299,0.6713,0.5933,0.6854,0.2177,0.0036,0.4647,0.3584,-0.020116927,0.9879377,0.0060677566,0.99321777,0.934161,1.0410599,0.165
Bronte-11-NNE,2018-11-19,32.0408,-100.2495,0.4413,0.4224,0.3996,0.4268,0.435,0.4543,0.4727,0.4634,0.4905,0.1895,0.0022,0.4252,0.3191,-0.07392816,0.9905498,0.0047475183,0.9950606,0.9241804,1.1596596,0.126
Bronte-11-NNE,2018-12-24,32.0408,-100.2495,0.1382,0.116,0.1018,0.116,0.1418,0.1644,0.1835,0.1824,0.2187,0.0793,0.0014,0.291,0.1893,-0.28360307,0.9847661,0.007675438,0.9941028,0.8591178,1.7917485,0.143
Bronte-11-NNE,2018-02-12,32.0408,-100.2495,0.1321,0.113,0.0949,0.1101,0.1271,0.141,0.1586,0.1546,0.1838,0.0692,0.0013,0.3081,0.2211,-0.23927855,0.98332256,0.008408797,0.9943965,0.84559625,1.6290833,0.06
Bronte-11-NNE,2019-01-28,32.0408,-100.2495,0.1323,0.1132,0.1058,0.123,0.1425,0.1639,0.1786,0.1782,0.2045,0.0855,0.0013,0.3043,0.2098,-0.25492957,0.98551524,0.0072951736,0.99462587,0.857763,1.6843101,0.132
Bronte-11-NNE,2019-04-08,32.0408,-100.2495,0.1223,0.098,0.0978,0.0893,0.1245,0.1866,0.2116,0.2073,0.2367,0.0696,0.0013,0.2637,0.1693,-0.3588987,0.9875359,0.0062711043,0.994495,0.8703592,2.119632,0.117
Bronte-11-NNE,2019-05-13,32.0408,-100.2495,0.1377,0.1143,0.1175,0.0955,0.1536,0.2684,0.3051,0.294,0.34,0.0791,0.0019,0.2774,0.1587,-0.42891857,0.9871579,0.006462585,0.99337167,0.8946862,2.5021276,0.162
Bronte-11-NNE,2019-06-17,32.0408,-100.2495,0.3243,0.2831,0.261,0.2612,0.2721,0.3255,0.3671,0.3439,0.3916,0.0967,0.0016,0.3329,0.2597,-0.13704742,0.9907381,0.004652515,0.995283,0.9071965,1.3176244,0.095
Bronte-11-NNE,2019-07-22,32.0408,-100.2495,0.4502,0.4196,0.4461,0.4965,0.5042,0.5542,0.5903,0.509,0.6196,0.1769,0.0029,0.4792,0.3629,-0.065856986,0.98866963,0.005697446,0.9941479,0.9275202,1.1409998,0.065
Bronte-11-NNE,2019-08-26,32.0408,-100.2495,0.1254,0.1046,0.1028,0.1174,0.1365,0.1647,0.1942,0.1858,0.2292,0.0469,0.0015,0.3229,0.2019,-0.2875953,0.983983,0.008073197,0.9941199,0.86007166,1.8073931,0.064
Bronte-11-NNE,2019-09-30,32.0408,-100.2495,0.2917,0.2404,0.2255,0.2396,0.2501,0.2884,0.3061,0.275,0.3169,0.0796,0.0013,0.303,0.213,-0.0989011,0.9905899,0.004727273,0.9955117,0.8925057,1.2195122,0.079
Bronte-11-NNE,2019-11-04,32.0408,-100.2495,0.1315,0.112,0.0987,0.1168,0.128,0.1406,0.1592,0.158,0.1871,0.0617,0.0013,0.3215,0.2253,-0.23100898,0.9836785,0.0082278475,0.9945923,0.8474759,1.6008105,0.063
Bronte-11-NNE,2020-03-23,32.0408,-100.2495,0.1262,0.1004,0.0961,0.0839,0.1212,0.1865,0.2061,0.1913,0.2313,0.0755,0.005,0.2542,0.1654,-0.33124566,0.94905764,0.026136957,0.97780246,0.84192216,1.9906348,0.158
Bronte-11-NNE,2020-04-27,32.0408,-100.2495,0.1279,0.1044,0.1027,0.0894,0.1281,0.2102,0.2396,0.2163,0.2599,0.0605,0.0031,0.2427,0.1479,-0.35611284,0.9717412,0.014331947,0.9865831,0.8638775,2.1061342,0.076
Bronte-11-NNE,2020-06-01,32.0408,-100.2495,0.3771,0.4001,0.3685,0.3759,0.3715,0.4006,0.4286,0.4376,0.4375,0.1339,0.0115,0.2964,0.2171,-0.085721366,0.94878644,0.026279708,0.9691482,0.889299,1.1875169,0.065
Bronte-11-NNE,2020-07-06,32.0408,-100.2495,0.5525,0.5638,0.5307,0.5727,0.5735,0.6023,0.6184,0.5953,0.6101,0.3116,0.0151,0.4889,0.3246,-0.057371214,0.9505242,0.025365362,0.972528,0.90388834,1.121726,0.061
Bronte-11-NNE,2020-09-14,32.0408,-100.2495,0.1283,0.1035,0.0901,0.0974,0.1093,0.1261,0.1307,0.1138,0.1451,0.0441,0.0059,0.2037,0.1346,-0.116233446,0.9014202,0.051845346,0.9635127,0.7838966,1.263041,0.156
Bronte-11-NNE,2020-08-10,32.0408,-100.2495,0.1259,0.1051,0.0971,0.1124,0.1242,0.1435,0.1653,0.1564,0.1919,0.0422,0.0011,0.3269,0.2277,-0.23392506,0.9860317,0.0070332484,0.9954583,0.847928,1.6107106,0.056
Bronte-11-NNE,2021-02-01,32.0408,-100.2495,0.1302,0.1047,0.0898,0.0941,0.1178,0.1509,0.1665,0.1568,0.1832,0.0922,0.0016,0.2678,0.2005,-0.27169505,0.979798,0.010204081,0.9924918,0.8448276,1.7461025,0.136
Bronte-11-NNE,2020-11-23,32.0408,-100.2495,0.4491,0.4317,0.4038,0.4212,0.4142,0.4409,0.4689,0.4381,0.487,0.1181,0.0081,0.399,0.2902,-0.04074118,0.9636934,0.018488929,0.98083293,0.90074176,1.084943,0.072
Bronte-11-NNE,2021-04-12,32.0408,-100.2495,0.151,0.1284,0.1177,0.1215,0.1476,0.195,0.2177,0.2043,0.239,0.081,0.0053,0.255,0.185,-0.26894408,0.9494275,0.025942242,0.9771847,0.8464806,1.7357689,0.077
Bronte-11-NNE,2021-05-17,32.0408,-100.2495,0.119,0.0971,0.0946,0.0871,0.1209,0.1937,0.2206,0.1996,0.2422,0.05,0.0013,0.2452,0.1612,-0.35690007,0.98705816,0.006513026,0.9941717,0.8672484,2.1099365,0.102
Bronte-11-NNE,2021-06-21,32.0408,-100.2495,0.1574,0.1235,0.111,0.107,0.1302,0.1782,0.2067,0.1663,0.2346,0.0353,0.0012,0.2593,0.1596,-0.199423,0.9856716,0.007215875,0.9943768,0.8525217,1.4981982,0.085
Bronte-11-NNE,2021-10-04,32.0408,-100.2495,0.1154,0.0943,0.0849,0.0772,0.1021,0.1435,0.1663,0.1606,0.1949,0.0609,0.0012,0.2373,0.1448,-0.30835032,0.9851668,0.00747198,0.9939864,0.8495387,1.8916373,0.156
Bronte-11-NNE,2022-01-17,32.0408,-100.2495,0.129,0.1047,0.0897,0.1064,0.1225,0.1402,0.1543,0.1496,0.1869,0.1239,0.0042,0.3076,0.2148,-0.25031343,0.94538367,0.028074866,0.9817945,0.82322866,1.6677815,0.049
